Year-Month,Stn_Name,Lat,Long,Prov,Tm,DwTm,D,Tx,DwTx,Tn,DwTn,S,DwS,S%N,P,DwP,P%N,S_G,Pd,BS,DwBS,BS%,HDD,CDD,Clim_ID,H1,Environment and Climate Change Canada
2016-07,UPSALA (AUT),49.033,-90.467,ON,17.5,4,NA,29.4,4,4.1,2,,,NA,59.4,4,NA,,6,,,NA,37.3,25.1,6049095,,
2016-07,WELCOME ISLAND (AUT),48.369,-89.119,ON,18.4,2,NA,30.1,2,9.8,0,,,NA,,,NA,,,,,NA,26.9,37.2,6049443,,
2016-07,LITTLE FLATLAND ISLAND (AUT),49.69,-88.306,ON,18.7,3,NA,28.3,2,8.7,1,,,NA,37,3,NA,,7,,,NA,14.9,34.3,6049470,,
2016-07,LAKE SUPERIOR PROVINCIAL PARK,47.723,-84.814,ON,16.7,0,NA,28.2,0,3.8,0,,,NA,69.6,0,NA,,8,,,NA,53.6,14.7,6054425,,
2016-07,SAULT STE MARIE A,46.485,-84.51,ON,18.5,0,NA,30.7,0,4.1,0,0,0,NA,115.9,0,NA,,7,,,NA,27.2,44.2,6057591,,
2016-07,WAWA A,47.967,-84.786,ON,,,NA,30,0,,,,,NA,,,NA,,,,,NA,,,6059407,,
2016-07,KILLARNEY (AUT),45.967,-81.483,ON,20,0,NA,28.4,0,11.5,0,,,NA,,,NA,,,,,NA,8.5,71.2,605DJ25,,
2016-07,CHAPLEAU A,47.82,-83.347,ON,,,NA,30.1,0,,,,,NA,,,NA,,,,,NA,,,6061362,,
2016-07,MASSEY,46.193,-82.025,ON,20.1,0,1.4,31,0,5.5,0,0,0,NA,37.8,0,50,0,8,,,NA,15.7,81.3,6065006,,
2016-07,MONETVILLE 2,46.215,-80.303,ON,19.5,2,NA,31.5,2,7,2,0,2,NA,93.2,2,NA,0,8,,,NA,19.7,63,6065252,,
2016-07,SUDBURY CLIMATE,46.632,-80.796,ON,18.1,14,NA,30.9,14,-1.8,13,,,NA,89,0,NA,,7,,,NA,29.7,32,6068145,,
2016-07,SUDBURY A,46.626,-80.798,ON,19.6,0,NA,32.6,0,6,0,0,0,NA,81.8,0,NA,,9,,,NA,22.4,72.7,6068153,,
2016-07,BONNER LAKE,49.383,-82.124,ON,18,0,NA,31,0,3.5,0,0,0,NA,85.6,0,NA,0,13,,,NA,40.3,40.3,6070QK6,,
2016-07,EARLTON A,47.695,-79.849,ON,18.5,0,NA,31.6,0,5.5,0,,,NA,,,NA,,,,,NA,31.1,48,6072223,,
2016-07,EARLTON CLIMATE,47.695,-79.849,ON,18.7,1,NA,31.6,1,5.8,0,,,NA,109.6,1,NA,,9,,,NA,28.3,49.3,6072230,,
2016-07,KAPUSKASING A,49.412,-82.468,ON,17.8,0,NA,31.5,0,4.4,0,0,0,NA,80.6,0,NA,,12,,,NA,46.1,39.4,6073976,,
2016-07,KAPUSKASING CDA ON,49.406,-82.444,ON,17.4,0,NA,30.2,0,4.3,0,,,NA,75.8,0,NA,,12,,,NA,49.6,32.5,6073980,,
2016-07,KIRKLAND LAKE CS,48.15,-80,ON,18.5,1,NA,30.4,1,6.5,0,,,NA,91.8,1,NA,,11,,,NA,30.2,46.2,6074211,,
2016-07,MOOSONEE,51.291,-80.608,ON,15.6,11,NA,30.1,11,3.9,11,,,NA,39.2,11,NA,,6,,,NA,62.1,14.8,6075420,,
2016-07,MOOSONEE UA,51.267,-80.65,ON,16.3,0,0.6,32,0,4,0,0,0,NA,126.2,0,130,0,10,,,NA,85.6,33.5,6075425,,
2016-07,MOOSONEE RCS,51.292,-80.618,ON,16.3,0,NA,32,0,4.4,0,,,NA,121.1,0,NA,,13,,,NA,87,35,6075435,,
2016-07,NAGAGAMI (AUT),49.747,-84.164,ON,17.4,1,NA,31.5,1,4.2,0,,,NA,21.6,1,NA,,7,,,NA,50,31,6075543,,
2016-07,OGOKI POST A,51.659,-85.901,ON,19,26,NA,30.1,26,10.3,26,,,NA,0,26,NA,,0,,,NA,4.2,9,6075786,,
2016-07,TIMMINS CLIMATE,48.557,-81.39,ON,17.8,1,NA,30.3,1,5.6,0,,,NA,119.1,1,NA,,12,,,NA,41,34.2,6078282,,
2016-07,TIMMINS A,48.571,-81.377,ON,17.6,0,NA,30.6,0,5.2,0,,,NA,,,NA,,,,,NA,45.6,34.3,6078286,,
2016-07,ALGONQUIN PARK EAST GATE,45.533,-78.267,ON,18.5,0,NA,30.4,0,6.7,0,,,NA,97.1,0,NA,,8,,,NA,26.2,41.9,6080192,,
2016-07,NORTH BAY A,46.364,-79.424,ON,19.1,2,NA,30.1,2,7.4,1,,,NA,77.6,2,NA,,9,,,NA,24.1,55.4,6085680,,
2016-07,GORE BAY CLIMATE,45.883,-82.567,ON,20.7,0,NA,30.1,0,10.1,0,,,NA,61,0,NA,,7,,,NA,7.5,91.5,6092920,,
2016-07,GREAT DUCK ISLAND (AUT),45.633,-82.95,ON,19.8,2,NA,26.9,2,12,0,,,NA,,,NA,,,,,NA,6.3,58.1,6093005,,
2016-07,SANDFIELD,45.69,-81.982,ON,20,0,NA,30.5,0,8,0,0,0,NA,35.6,0,NA,0,7,,,NA,14.5,77.3,6097426,,
2016-07,APPLETON,45.186,-76.113,ON,21.1,5,NA,33.5,5,9,5,0,3,NA,86.4,3,NA,0,9,,,NA,2.9,82.9,6100285,,
2016-07,BROCKVILLE CLIMATE,44.635,-75.748,ON,20.9,0,NA,33.2,0,8.3,0,,,NA,100.7,0,NA,,4,,,NA,4.9,95.6,6100970,,
2016-07,BROCKVILLE PCC,44.6,-75.667,ON,21.4,2,0.3,34,2,11.5,2,0,2,NA,57.6,2,NA,0,6,,,NA,2.4,101.9,6100971,,
2016-07,CHALK RIVER AECL,46.05,-77.367,ON,22.3,12,2.1,33,12,10,12,0,12,NA,62.8,12,NA,,5,,,NA,1,83.1,6101335,,
2016-07,CORNWALL,45.016,-74.749,ON,22.4,0,0.6,33,0,12.5,0,0,0,NA,51.2,0,52,0,8,,,NA,1,136,6101874,,
2016-07,DRUMMOND CENTRE,45.032,-76.253,ON,21.3,0,1.1,34,0,9,0,0,0,NA,60,0,72,0,8,,,NA,2.4,105.2,6102J13,,
2016-07,HARTINGTON IHD,44.428,-76.69,ON,22.4,0,1.6,33.5,0,10.5,0,0,0,NA,13.8,0,20,0,5,,,NA,0.9,135.9,6103367,,
2016-07,KEMPTVILLE CS,45,-75.633,ON,21.1,1,NA,33.9,1,9.9,0,,,NA,63.5,1,NA,,7,,,NA,3.4,96.3,6104027,,
2016-07,KINGSTON CLIMATE,44.223,-76.599,ON,21.8,0,NA,33.2,0,10.2,0,,,NA,20.2,0,NA,,4,,,NA,1.4,119.4,6104142,,
2016-07,LYNDHURST SHAWMERE,44.517,-76.083,ON,22.2,6,1.2,33.5,5,11.5,5,0,4,NA,38.6,4,NA,,3,,,NA,0,105.6,6104725,,
2016-07,MOOSE CREEK WELLS,45.251,-74.963,ON,20.3,0,NA,32.4,0,7.9,0,,,NA,,,NA,,,,,NA,6.5,77.8,6105397,,
2016-07,OMPAH-SEITZ,45.054,-76.784,ON,21.1,0,NA,32.5,0,9.5,0,0,0,NA,86.4,0,NA,0,8,,,NA,4.9,100.5,6105762,,
2016-07,OTTAWA CDA,45.383,-75.717,ON,21.7,3,0.6,32.5,3,11,3,0,3,NA,100.8,3,NA,,9,,,NA,1.1,105.7,6105976,,
2016-07,OTTAWA CDA RCS,45.383,-75.717,ON,21.3,1,NA,32.4,1,11.5,0,,,NA,96,1,NA,,8,,,NA,2.6,102.4,6105978,,
2016-07,OTTAWA INTL A,45.317,-75.667,ON,21.5,0,NA,34,0,10.7,0,0,0,NA,57.2,0,NA,,6,,,NA,3.4,112.6,6106001,,
2016-07,PEMBROKE CLIMATE,45.86,-77.252,ON,19.9,0,NA,32.8,0,7,0,,,NA,44.4,0,NA,,6,,,NA,8.5,68.7,6106367,,
2016-07,PETAWAWA AWOS 2,45.95,-77.317,ON,20.5,5,NA,33.2,2,7.5,3,,,NA,61.5,5,NA,,7,,,NA,3.8,69.6,6106396,,
2016-07,ST. ALBERT,45.287,-75.064,ON,21.7,2,1.3,33.5,2,8,2,0,2,NA,94.4,2,NA,0,11,,,NA,2.5,109.2,6107276,,
2016-07,PETAWAWA HOFFMAN,45.883,-77.25,ON,21.6,0,NA,34.5,0,9.5,0,0,0,NA,53.2,0,NA,0,6,,,NA,1.6,112.6,610FC98,,
2016-07,BALDWIN,44.267,-79.319,ON,21,0,NA,33.5,0,7.5,0,0,0,NA,98.4,0,NA,0,7,,,NA,9.7,102.5,6110480,,
2016-07,BARRIE LANDFILL,44.385,-79.736,ON,23.2,15,NA,33.5,9,11,9,0,8,NA,34.8,8,NA,,6,,,NA,0,83.8,6110556,,
2016-07,BEATRICE CLIMATE,45.14,-79.403,ON,18.6,0,NA,30,0,5,0,,,NA,72.6,0,NA,,7,,,NA,29.5,48.8,6110607,,
2016-07,COLDWATER WARMINSTER,44.631,-79.539,ON,21.9,0,NA,32,0,10,0,0,0,NA,38.6,0,NA,0,5,,,NA,2.1,122.4,6111769,,
2016-07,COLLINGWOOD,44.5,-80.217,ON,21.8,1,NA,33.8,1,11.1,0,,,NA,21,1,NA,,4,,,NA,2.9,117.6,6111792,,
2016-07,LAGOON CITY,44.547,-79.217,ON,21.3,0,NA,30.4,0,10.9,0,,,NA,,,NA,,,,,NA,2.5,104.9,6114295,,
2016-07,MARKDALE,44.269,-80.712,ON,20.6,15,NA,31.5,15,7,15,,,NA,29.8,27,NA,,3,,,NA,8.4,49.5,6114979,,
2016-07,MIDLAND WATER POLLUTION CONTROL PLANT,44.758,-79.875,ON,22.8,16,2,33,16,13,16,0,16,NA,4.6,16,NA,,3,,,NA,0,72.4,6115127,,
2016-07,MUSKOKA,44.975,-79.303,ON,19.9,4,NA,31,4,6.3,4,,,NA,72.3,4,NA,,6,,,NA,13.3,64.8,6115529,,
2016-07,NIPISSING,46.1,-79.521,ON,,,NA,,,,,0,2,NA,83.2,2,NA,0,8,,,NA,,,6115669,,
2016-07,ORILLIA BRAIN,44.603,-79.439,ON,22.1,0,NA,34,0,11,0,0,0,NA,29.8,0,NA,0,5,,,NA,1.9,130.3,6115811,,
2016-07,PARRY SOUND CCG,45.344,-80.044,ON,20.9,0,NA,31.2,0,11,0,,,NA,64.8,0,NA,,6,,,NA,7.8,97.6,6116257,,
2016-07,RAVENSCLIFFE,45.354,-79.27,ON,20.4,0,NA,32,0,7,0,0,0,NA,88.4,0,NA,0,11,,,NA,9.5,83.7,6116901,,
2016-07,SHANTY BAY,44.399,-79.633,ON,21.9,0,1.7,33.5,0,8.5,0,0,0,NA,53.8,0,74,0,7,,,NA,4.1,123.7,6117684,,
2016-07,BARRIE-ORO,44.483,-79.55,ON,20,1,NA,31.8,1,7.1,0,,,NA,43,1,NA,,3,,,NA,14.6,75.5,6117700,,
2016-07,SPRUCEDALE,45.425,-79.488,ON,,,NA,,,,,0,0,NA,74.6,0,NA,0,7,,,NA,,,6117981,,
2016-07,THORNBURY 3,44.551,-80.468,ON,,,NA,,,,,0,0,NA,67.2,0,NA,0,8,,,NA,,,6118240,,
2016-07,UDORA,44.263,-79.161,ON,21.1,0,1.3,34,0,9,0,0,0,NA,97.4,0,113,0,7,,,NA,7.6,103.7,6119055,,
2016-07,WIARTON A,44.744,-81.109,ON,20.2,2,NA,31.1,2,7.9,0,0,1,NA,73.4,0,NA,,9,,,NA,13.1,76.1,6119499,,
2016-07,WESTERN ISLAND (AUT),45.033,-80.367,ON,20.6,2,NA,28.9,2,13.5,0,,,NA,,,NA,,,,,NA,4,78.2,6119M51,,
2016-07,BORDEN AWOS,44.272,-79.912,ON,20.7,5,NA,34.2,5,5.2,2,,,NA,5,6,NA,,3,,,NA,14.3,85.6,611B002,,
2016-07,EGBERT CS,44.233,-79.783,ON,20.7,2,NA,32.8,2,8.1,1,,,NA,77.7,2,NA,,5,,,NA,11.4,90.2,6.11E+03,,
2016-07,COVE ISLAND (AUT),45.333,-81.733,ON,19.9,2,NA,28.1,1,13.1,1,,,NA,,,NA,,,,,NA,9.8,64.1,61219J2,,
2016-07,GODERICH,43.767,-81.717,ON,20.6,0,NA,30.4,0,8.3,0,,,NA,67.3,0,NA,,7,,,NA,12.9,92.2,6122847,,
2016-07,KINCARDINE,44.173,-81.623,ON,23.2,17,NA,32,17,10,17,0,17,NA,7.6,17,NA,,2,,,NA,0.2,72.3,6124127,,
2016-07,SARNIA,42.999,-82.309,ON,22.4,3,NA,33.6,3,11.1,2,,,NA,67.8,3,NA,,8,,,NA,1.6,123.4,6127510,,
2016-07,SARNIA CLIMATE,43,-82.3,ON,22.3,0,NA,33.8,0,11.1,0,,,NA,77.8,0,NA,,8,,,NA,1.7,136.5,6127519,,
2016-07,TOBERMORY RCS,45.233,-81.633,ON,19.6,0,NA,28.6,0,8.3,0,,,NA,41.1,0,NA,,5,,,NA,17.1,67.9,6128330,,
2016-07,WROXETER,43.863,-81.152,ON,,,NA,,,,,0,0,NA,48,0,NA,0,7,,,NA,,,6129660,,
2016-07,AMHERSTBURG,42.103,-83.094,ON,25.2,8,1.9,35,8,11,8,0,8,NA,102,8,NA,0,8,,,NA,0,164.6,6130257,,
2016-07,DELHI CS,42.867,-80.55,ON,21.9,0,NA,33.1,0,8.1,0,,,NA,53.3,0,NA,,6,,,NA,1.8,122.1,6131983,,
2016-07,FORT ERIE,42.883,-78.967,ON,22,11,0.9,31,11,10,11,0,13,NA,5.6,13,NA,0,3,,,NA,1.5,82.4,6132470,,
2016-07,GRIMSBY MOUNTAIN,43.184,-79.558,ON,23.8,0,NA,36,0,11,0,0,0,NA,37.8,0,NA,0,7,,,NA,0,181,6133055,,
2016-07,HARROW CDA AUTO,42.033,-82.9,ON,23.4,0,NA,33.1,0,10.6,0,,,NA,123.5,0,NA,,9,,,NA,1,169.1,6133362,,
2016-07,KINGSVILLE MOE,42.043,-82.674,ON,23.6,10,1.1,32,10,13,10,0,10,NA,83.2,10,NA,0,8,,,NA,0.5,118.1,6134190,,
2016-07,LONG POINT (AUT),42.567,-80.05,ON,22.1,2,NA,30.2,2,14.3,0,,,NA,,,NA,,,,,NA,1.2,120,6134F10,,
2016-07,NEW GLASGOW,42.514,-81.636,ON,21.8,1,0.6,32,1,9,1,0,1,NA,119.6,1,NA,0,8,,,NA,3.5,118.3,6135583,,
2016-07,PORT COLBORNE,42.883,-79.25,ON,23,9,1.2,31,9,11,9,0,9,NA,48.2,9,NA,,6,,,NA,1,111.4,6136606,,
2016-07,PORT WELLER (AUT),43.25,-79.217,ON,23.4,0,NA,32.8,0,15.4,0,,,NA,37,0,NA,,3,,,NA,0,166.6,6136699,,
2016-07,RIDGETOWN RCS,42.45,-81.883,ON,21.8,1,NA,32.7,1,8.9,0,,,NA,79.2,1,NA,,7,,,NA,3,116.3,6137154,,
2016-07,ST THOMAS WPCP,42.768,-81.205,ON,22,6,0.9,33,3,8.5,3,0,8,NA,42,6,NA,,5,,,NA,2,102.9,6137362,,
2016-07,TILLSONBURG WWTP,42.855,-80.722,ON,,,NA,,,,,0,0,NA,100.4,0,NA,0,8,,,NA,,,6138270,,
2016-07,VINELAND STATION RCS,43.183,-79.4,ON,23.5,0,NA,34.1,0,11.6,0,,,NA,48.1,0,NA,,2,,,NA,0,169.8,6139148,,
2016-07,WELLAND-PELHAM,42.967,-79.333,ON,22.5,0,NA,33.5,0,10.1,0,,,NA,36,0,NA,,3,,,NA,0,140.7,6139449,,
2016-07,WINDSOR RIVERSIDE,42.333,-82.933,ON,24.9,0,NA,36,0,13,0,0,0,NA,60.6,0,NA,0,9,,,NA,0,213.1,6139520,,
2016-07,WINDSOR A,42.276,-82.955,ON,23.8,0,NA,34.4,0,11.9,0,0,0,NA,91.5,1,NA,,13,,,NA,0,178.3,6139527,,
2016-07,PORT COLBORNE (AUT),42.867,-79.25,ON,22,0,NA,28.9,0,12.4,0,,,NA,,,NA,,,,,NA,2.1,127.2,613F606,,
2016-07,POINT PELEE CS,41.949,-82.519,ON,23.1,0,NA,31.9,0,9.9,0,,,NA,,,NA,,,,,NA,1.3,159.6,613P001,,
2016-07,BRANTFORD AIRPORT,43.138,-80.331,ON,22.1,1,NA,34.2,1,9,0,,,NA,45.6,1,NA,,5,,,NA,0.7,124.2,6140942,,
2016-07,DORCHESTER,43.002,-81.033,ON,,,NA,,,,,0,0,NA,85.8,0,NA,0,9,,,NA,,,6142066,,
2016-07,ELORA RCS,43.65,-80.417,ON,20.1,0,NA,31.7,0,6.7,0,,,NA,102.4,1,NA,,20,,,NA,14.5,79,6142286,,
2016-07,FERGUS SHAND DAM,43.735,-80.33,ON,21.7,0,1.7,33,0,8.5,0,0,0,NA,49.2,0,55,0,7,,,NA,3.7,117.6,6142400,,
2016-07,FERGUS MOE,43.702,-80.379,ON,21.2,0,NA,32.5,0,8,0,0,0,NA,43.8,0,NA,0,7,,,NA,6.6,104.4,6142402,,
2016-07,GUELPH TURFGRASS,43.55,-80.217,ON,20.6,0,NA,33.3,0,7.1,0,,,NA,,,NA,,,,,NA,9.5,89.3,6143089,,
2016-07,KITCHENER/WATERLOO,43.461,-80.379,ON,21.2,1,NA,34.5,1,7.5,0,,,NA,77.8,1,NA,,7,,,NA,4.8,101.2,6144239,,
2016-07,LONDON A,43.033,-81.151,ON,21.4,0,NA,32.4,0,8.6,0,,,NA,,,NA,,,,,NA,4.4,109.1,6144473,,
2016-07,LONDON CS,43.033,-81.15,ON,21.8,1,NA,32.7,1,9.4,0,,,NA,91.1,1,NA,,9,,,NA,1.8,114.4,6144478,,
2016-07,MOUNT FOREST (AUT),43.983,-80.75,ON,20.1,0,NA,31.3,0,7.5,0,,,NA,60.4,0,NA,,6,,,NA,17.3,83,6145504,,
2016-07,ROSEVILLE,43.354,-80.474,ON,21.5,0,1,33,0,9,0,0,0,NA,72.8,0,74,0,7,,,NA,3.7,112.1,6147188,,
2016-07,STRATFORD WWTP,43.369,-81.005,ON,20.6,17,0.5,32,17,7.5,17,,,NA,,,NA,,,,,NA,3.2,40.1,6148105,,
2016-07,STRATHROY-MULLIFARRY,42.981,-81.643,ON,21.9,0,NA,33,0,8,0,0,0,NA,97.4,0,NA,0,7,,,NA,1.5,121.6,6148122,,
2016-07,WOODSTOCK,43.136,-80.771,ON,23,14,2.2,33,14,9,14,0,14,NA,44.4,14,NA,,4,,,NA,0,85,6149625,,
2016-07,BELLEVILLE,44.151,-77.395,ON,23.3,1,1.5,36,1,11.5,1,0,1,NA,20.2,1,NA,0,3,,,NA,0,159.5,6150689,,
2016-07,BLACKSTOCK,44.1,-78.833,ON,21.5,0,NA,32.5,0,8.5,0,0,0,NA,59.8,0,NA,0,6,,,NA,4.4,111.6,6150790,,
2016-07,BURLINGTON PIERS (AUT),43.3,-79.8,ON,22.9,0,NA,32.8,0,13.8,0,,,NA,,,NA,,,,,NA,0.1,152.6,6151061,,
2016-07,CENTREVILLE,44.403,-76.908,ON,22.4,0,1.6,35,0,9.5,0,0,0,NA,23.2,0,37,0,6,,,NA,1.2,138.3,6151309,,
2016-07,COBOURG (AUT),43.95,-78.167,ON,21.1,0,NA,32.4,0,11.6,0,,,NA,32.5,0,NA,,3,,,NA,5.4,102.1,6151684,,
2016-07,COBOURG STP,43.967,-78.183,ON,22.7,16,2.8,31,16,11,16,0,16,NA,4.8,16,NA,,2,,,NA,0,71,6151689,,
2016-07,GEORGETOWN WWTP,43.64,-79.879,ON,23.3,28,3.3,32,28,13,28,0,28,NA,0.2,28,NA,,0,,,NA,0,16,6152695,,
2016-07,HAMILTON A,43.174,-79.935,ON,22.2,1,NA,33.4,1,8.8,0,0,1,NA,47.8,1,NA,,6,,,NA,1.4,126.1,6153193,,
2016-07,HAMILTON RBG CS,43.292,-79.908,ON,22.9,0,NA,35.1,0,10.4,0,,,NA,30.6,0,NA,,7,,,NA,0,151.4,6153301,,
2016-07,OAKVILLE TWN,43.513,-79.69,ON,23.7,0,NA,36.5,0,12,0,0,0,NA,78,0,NA,0,9,,,NA,0,176.2,6155750,,
2016-07,OSHAWA,43.923,-78.883,ON,21.7,3,NA,35,3,8.9,3,,,NA,60.1,3,NA,,7,,,NA,2.4,106.4,6155875,,
2016-07,OSHAWA WPCP,43.867,-78.833,ON,22.1,0,1.6,36,0,10.5,0,0,0,NA,74,0,101,0,7,,,NA,0.7,128.8,6155878,,
2016-07,POINT PETRE (AUT),43.833,-77.15,ON,21.5,0,NA,30.6,0,11.4,0,,,NA,15.8,0,NA,,1,,,NA,1.7,109.7,6156559,,
2016-07,MONO CENTRE,44.032,-80.024,ON,21,0,NA,32.3,0,8.9,0,,,NA,48.6,0,NA,,6,,,NA,9.8,102.6,6157000,,
2016-07,STIRLING,44.293,-77.555,ON,,,NA,,,,,0,8,NA,8.4,8,NA,0,5,,,NA,,,6158052,,
2016-07,TORONTO CITY,43.667,-79.4,ON,23.8,0,NA,35.5,0,13.2,0,,,NA,51.1,0,NA,,9,,,NA,0,179.8,6158355,,
2016-07,TORONTO CITY CENTRE,43.628,-79.396,ON,22.1,6,NA,35,6,11.2,6,,,NA,55.9,6,NA,,3,,,NA,0.1,102.6,6158359,,
2016-07,TORONTO BUTTONVILLE A,43.861,-79.369,ON,22.8,0,NA,34.8,0,11.8,0,0,0,NA,63.6,0,NA,,7,,,NA,1.5,150.9,6158410,,
2016-07,TORONTO INTL A,43.677,-79.631,ON,23.7,0,NA,36,0,12.3,0,0,0,NA,39.8,0,NA,,8,,,NA,0,176.9,6158731,,
2016-07,TRENTON A,44.117,-77.533,ON,22.2,0,1.5,34.8,0,10.7,0,0,0,NA,32.8,0,48,0,5,,,NA,0,131.2,6158875,,
2016-07,UXBRIDGE WEST,44.098,-79.164,ON,20.7,1,NA,32.8,1,8.5,0,,,NA,88.9,2,NA,,6,,,NA,9.7,89.6,6159123,,
2016-07,MOUNTAINVIEW,44.052,-77.302,ON,23,0,1.6,35,0,10,0,0,0,NA,20,0,26,0,5,,,NA,0,155.6,615EMR7,,
2016-07,TORONTO NORTH YORK,43.78,-79.468,ON,23.3,0,NA,35.5,0,11,0,0,0,NA,40,0,NA,0,6,,,NA,0.7,164.5,615S001,,
2016-07,COE HILL,44.923,-77.885,ON,19.7,3,NA,31,3,8.5,3,0,3,NA,99,3,NA,0,7,,,NA,11.2,58.7,6161740,,
2016-07,HALIBURTON 3,45.032,-78.531,ON,20.1,0,1.4,32.5,0,7,0,0,0,NA,73.2,0,81,0,8,,,NA,13.2,77.8,6163171,,
2016-07,PETERBOROUGH,44.23,-78.363,ON,20.8,0,NA,34.2,0,7.1,0,,,NA,21.9,0,NA,,6,,,NA,9.9,95.6,6166415,,
2016-07,PETERBOROUGH TRENT U,44.35,-78.3,ON,21.4,0,NA,34,0,8.5,0,,,NA,42.1,0,NA,,6,,,NA,4.1,110.1,6166456,,
2016-07,SONYA SUNDANCE MEADOWS,44.217,-78.95,ON,,,NA,,,,,0,0,NA,52,0,NA,0,6,,,NA,,,6168100,,
2016-07,TAPLEY,44.171,-78.501,ON,,,NA,,,,,0,0,NA,39,0,NA,0,7,,,NA,,,6168525,,
2016-07,BANCROFT AUTO,45.071,-77.879,ON,18.9,0,NA,31.9,0,5.7,0,,,NA,70,0,NA,,6,,,NA,21.8,50.3,616I001,,
2016-08,ATTAWAPISKAT A,52.928,-82.432,ON,15.7,6,NA,30.8,6,3,6,,,NA,56.1,14,NA,,8,,,NA,78.5,20.2,6010400,,
2016-08,BIG TROUT LAKE A,53.818,-89.897,ON,15.3,10,NA,27.4,10,2.4,10,,,NA,42.8,10,NA,,8,,,NA,68.3,11.2,6010735,,
2016-08,BIG TROUT LAKE,53.816,-89.892,ON,15.2,2,NA,27.4,1,2.4,1,,,NA,92.9,2,NA,,9,,,NA,94.3,14.2,6010740,,
2016-08,EAR FALLS (AUT),50.631,-93.221,ON,18,2,NA,28.9,1,5.9,1,,,NA,61.5,2,NA,,12,,,NA,33.2,34.2,6012199,,
2016-08,FORT SEVERN A,56.019,-87.676,ON,13.6,12,NA,28.2,12,3.4,12,,,NA,44.3,14,NA,,5,,,NA,92.8,9.5,6012501,,
2016-08,LANSDOWNE HOUSE (AUT),52.196,-87.936,ON,16.3,1,NA,30.1,0,5,1,,,NA,65.8,1,NA,,11,,,NA,73,23.4,6014353,,
2016-08,MUSKRAT DAM,53.441,-91.763,ON,15.3,18,NA,27.1,18,4.7,16,,,NA,30.8,18,NA,,4,,,NA,41.2,6.3,6015026,,
2016-08,PEAWANUCK (AUT),54.983,-85.433,ON,14.4,5,NA,32.4,4,0.8,3,,,NA,31,5,NA,,4,,,NA,112.6,19.9,6016295,,
2016-08,PICKLE LAKE (AUT),51.449,-90.218,ON,17.4,0,NA,31,0,7.3,0,,,NA,126.4,0,NA,,14,,,NA,48.6,31.2,6016525,,
2016-08,PICKLE LAKE A,51.446,-90.214,ON,,,NA,31,1,,,,,NA,,,NA,,,,,NA,,,6016529,,
2016-08,RED LAKE A,51.067,-93.793,ON,,,NA,29,0,,,,,NA,,,NA,,,,,NA,,,6016970,,
2016-08,SANDY LAKE A,53.064,-93.344,ON,16.7,6,NA,27.4,6,5.5,6,,,NA,113.8,6,NA,,10,,,NA,48.5,16.9,6017401,,
2016-08,BARWICK,48.633,-93.967,ON,19.1,0,1.1,31,0,4,0,0,0,NA,86.8,0,110,0,8,,,NA,24.3,57.1,6020559,,
2016-08,ATIKOKAN (AUT),48.761,-91.628,ON,18.3,0,NA,29.5,0,6.2,0,,,NA,91.3,0,NA,,11,,,NA,24.8,34.3,6020LPQ,,
2016-08,FORT FRANCES RCS,48.651,-93.439,ON,17.9,3,NA,30,3,4.2,0,,,NA,47.2,2,NA,,7,,,NA,33.3,29.1,6022474,,
2016-08,MINE CENTRE SOUTHWEST,48.76,-92.623,ON,18.6,0,NA,29.5,0,6,0,0,0,NA,100.4,0,NA,0,12,,,NA,23.1,41.9,6025205,,
2016-08,DRYDEN REGIONAL,49.828,-92.744,ON,18.8,1,NA,29.3,1,6.3,0,,,NA,139.3,0,NA,,14,,,NA,24.2,47.3,6032125,,
2016-08,KENORA RCS,49.791,-94.378,ON,19,1,NA,28.1,1,9.9,0,,,NA,98.3,1,NA,,10,,,NA,17.8,48.8,6034073,,
2016-08,KENORA A,49.788,-94.363,ON,19.1,0,NA,28.4,0,8.4,0,0,2,NA,127,0,NA,,13,,,NA,16.2,51.8,6034076,,
2016-08,RAWSON LAKE,49.65,-93.717,ON,18,16,-0.3,27.5,16,8.5,16,,,NA,50.8,16,NA,,6,,,NA,17.2,17.5,6036904,,
2016-08,RAWSON LAKE (AUT),49.664,-93.733,ON,18.4,3,NA,28.1,2,8.8,1,,,NA,114.9,3,NA,,13,,,NA,23.1,33.3,6036907,,
2016-08,ROYAL ISLAND (AUT),49.469,-94.763,ON,20.5,5,NA,29.1,4,12.3,1,,,NA,,,NA,,,,,NA,2.7,67.6,6037201,,
2016-08,SIOUX LOOKOUT A,50.114,-91.908,ON,17.5,1,NA,28.9,0,4.2,1,0,0,NA,105.3,0,NA,,13,,,NA,44.2,28.3,6037776,,
2016-08,ARMSTRONG (AUT),50.294,-88.905,ON,16.7,3,NA,30.2,2,1.6,1,,,NA,60.2,5,NA,,9,,,NA,56.2,20.2,6040325,,
2016-08,CAMERON FALLS (AUT),49.154,-88.345,ON,18.6,1,NA,31.8,0,7.8,1,,,NA,45.8,7,NA,,9,,,NA,19.8,38.4,6041110,,
2016-08,CARIBOU ISLAND (AUT),47.333,-85.833,ON,18.9,3,NA,26.4,2,13.8,1,,,NA,,,NA,,,,,NA,7.1,31.3,6041222,,
2016-08,GERALDTON A,49.779,-86.939,ON,17.2,0,NA,28.6,0,5.1,0,0,0,NA,94,0,NA,,13,,,NA,50.3,24.3,6042717,,
